Park,Year,Month,NoVisitors
Joshua Tree,2005,Dec,98572
Joshua Tree,2004,Jan,113881
Joshua Tree,2004,Feb,112696
Joshua Tree,2004,Mar,175444
Joshua Tree,2004,Apr,183679
Joshua Tree,2004,May,103122
Joshua Tree,2004,Jun,64776
Joshua Tree,2004,Jul,59155
Joshua Tree,2004,Aug,59699
Joshua Tree,2004,Sep,67954
Joshua Tree,2004,Oct,104369
Joshua Tree,2004,Nov,112344
Joshua Tree,2004,Dec,86540
Joshua Tree,2003,Jan,117131
Joshua Tree,2003,Feb,114255
Joshua Tree,2003,Mar,162371
Joshua Tree,2003,Apr,180230
Joshua Tree,2003,May,120713
Joshua Tree,2003,Jun,63436
Joshua Tree,2003,Jul,54407
Joshua Tree,2003,Aug,58947
Joshua Tree,2003,Sep,66148
Joshua Tree,2003,Oct,106265
Joshua Tree,2003,Nov,125043
Joshua Tree,2003,Dec,114400
Joshua Tree,2002,Jan,104712
Joshua Tree,2002,Feb,103356
Joshua Tree,2002,Mar,148922
Joshua Tree,2002,Apr,153933
Joshua Tree,2002,May,101747
Joshua Tree,2002,Jun,57377
Joshua Tree,2002,Jul,68581
Joshua Tree,2002,Aug,56082
Joshua Tree,2002,Sep,61721
Joshua Tree,2002,Oct,88251
Joshua Tree,2002,Nov,120774
Joshua Tree,2002,Dec,112920
Joshua Tree,2001,Jan,101426
Joshua Tree,2001,Feb,102687
Joshua Tree,2001,Mar,171438
Joshua Tree,2001,Apr,190339
Joshua Tree,2001,May,104431
Joshua Tree,2001,Jun,64616
Joshua Tree,2001,Jul,76297
Joshua Tree,2001,Aug,65376
Joshua Tree,2001,Sep,72161
Joshua Tree,2001,Oct,98221
Joshua Tree,2001,Nov,132952
Joshua Tree,2001,Dec,100973
Joshua Tree,2000,Jan,103797
Joshua Tree,2000,Feb,116756
Joshua Tree,2000,Mar,146710
Joshua Tree,2000,Apr,168176
Joshua Tree,2000,May,95876
Joshua Tree,2000,Jun,67078
Joshua Tree,2000,Jul,65298
Joshua Tree,2000,Aug,62408
Joshua Tree,2000,Sep,73924
Joshua Tree,2000,Oct,99099
Joshua Tree,2000,Nov,111312
Joshua Tree,2000,Dec,123501
Joshua Tree,1999,Jan,104162
Joshua Tree,1999,Feb,126667
Joshua Tree,1999,Mar,182659
Joshua Tree,1999,Apr,163839
Joshua Tree,1999,May,140726
Joshua Tree,1999,Jun,72775
Joshua Tree,1999,Jul,61507
Joshua Tree,1999,Aug,68923
Joshua Tree,1999,Sep,79211
Joshua Tree,1999,Oct,99979
Joshua Tree,1999,Nov,119216
Joshua Tree,1999,Dec,96676
Joshua Tree,1998,Jan,100222
Joshua Tree,1998,Feb,98865
Joshua Tree,1998,Mar,199882
Joshua Tree,1998,Apr,219331
Joshua Tree,1998,May,146876
Joshua Tree,1998,Jun,80703
Joshua Tree,1998,Jul,66074
Joshua Tree,1998,Aug,64812
Joshua Tree,1998,Sep,78495
Joshua Tree,1998,Oct,117171
Joshua Tree,1998,Nov,136325
Joshua Tree,1998,Dec,101556
Joshua Tree,1997,Jan,98081
Joshua Tree,1997,Feb,107308
Joshua Tree,1997,Mar,199251
Joshua Tree,1997,Apr,156804
Joshua Tree,1997,May,100639
Joshua Tree,1997,Jun,61011
Joshua Tree,1997,Jul,64485
Joshua Tree,1997,Aug,69070
Joshua Tree,1997,Sep,68426
Joshua Tree,1997,Oct,103148
Joshua Tree,1997,Nov,118498
Joshua Tree,1997,Dec,79552
Joshua Tree,1996,Jan,55687
Joshua Tree,1996,Feb,87746
Joshua Tree,1996,Mar,137817
Joshua Tree,1996,Apr,156643
Joshua Tree,1996,May,99730
Joshua Tree,1996,Jun,60762
Joshua Tree,1996,Jul,51275
Joshua Tree,1996,Aug,59478
Joshua Tree,1996,Sep,73373
Joshua Tree,1996,Oct,97380
Joshua Tree,1996,Nov,119103
Joshua Tree,1996,Dec,96052
Joshua Tree,1995,Jan,78905
Joshua Tree,1995,Feb,109820
Joshua Tree,1995,Mar,170053
Joshua Tree,1995,Apr,232390
Joshua Tree,1995,May,132540
Joshua Tree,1995,Jun,77487
Joshua Tree,1995,Jul,65467
Joshua Tree,1995,Aug,70552
Joshua Tree,1995,Sep,73887
Joshua Tree,1995,Oct,93875
Joshua Tree,1995,Nov,89815
Joshua Tree,1995,Dec,40911
Joshua Tree,1994,Jan,105235
Joshua Tree,1994,Feb,93005
Joshua Tree,1994,Mar,157012
Joshua Tree,1994,Apr,162378
Joshua Tree,1994,May,123553
Joshua Tree,1994,Jun,55850
Joshua Tree,1994,Jul,59001
Joshua Tree,1994,Aug,57181
Joshua Tree,1994,Sep,98808
Joshua Tree,1994,Oct,95789
Joshua Tree,1994,Nov,98680
Joshua Tree,1994,Dec,78379
Joshua Tree,1993,Jan,70321
Joshua Tree,1993,Feb,90308
Joshua Tree,1993,Mar,170610
Joshua Tree,1993,Apr,199928
Joshua Tree,1993,May,122901
Joshua Tree,1993,Jun,69347
Joshua Tree,1993,Jul,75341
Joshua Tree,1993,Aug,70931
Joshua Tree,1993,Sep,93204
Joshua Tree,1993,Oct,99040
Joshua Tree,1993,Nov,102132
Joshua Tree,1993,Dec,88338
Joshua Tree,1992,Jan,91836
Joshua Tree,1992,Feb,98591
Joshua Tree,1992,Mar,155137
Joshua Tree,1992,Apr,216697
Joshua Tree,1992,May,118709
Joshua Tree,1992,Jun,68586
Joshua Tree,1992,Jul,68775
Joshua Tree,1992,Aug,65282
Joshua Tree,1992,Sep,73059
Joshua Tree,1992,Oct,88169
Joshua Tree,1992,Nov,104536
Joshua Tree,1992,Dec,71162
Joshua Tree,1991,Jan,75729
Joshua Tree,1991,Feb,103484
Joshua Tree,1991,Mar,135990
Joshua Tree,1991,Apr,168319
Joshua Tree,1991,May,120435
Joshua Tree,1991,Jun,62850
Joshua Tree,1991,Jul,54664
Joshua Tree,1991,Aug,61584
Joshua Tree,1991,Sep,64865
Joshua Tree,1991,Oct,84298
Joshua Tree,1991,Nov,111431
Joshua Tree,1991,Dec,101809
Joshua Tree,1990,Jan,70104
Joshua Tree,1990,Feb,91593
Joshua Tree,1990,Mar,143344
Joshua Tree,1990,Apr,160677
Joshua Tree,1990,May,108509
Joshua Tree,1990,Jun,49062
Joshua Tree,1990,Jul,43891
Joshua Tree,1990,Aug,48448
Joshua Tree,1990,Sep,62216
Joshua Tree,1990,Oct,79652
Joshua Tree,1990,Nov,95195
Joshua Tree,1990,Dec,69705
Joshua Tree,1989,Jan,70863
Joshua Tree,1989,Feb,86190
Joshua Tree,1989,Mar,159060
Joshua Tree,1989,Apr,120429
Joshua Tree,1989,May,79530
Joshua Tree,1989,Jun,48443
Joshua Tree,1989,Jul,37495
Joshua Tree,1989,Aug,50503
Joshua Tree,1989,Sep,79518
Joshua Tree,1989,Oct,78353
Joshua Tree,1989,Nov,98600
Joshua Tree,1989,Dec,81230
Joshua Tree,1988,Jan,59997
Joshua Tree,1988,Feb,79089
Joshua Tree,1988,Mar,158537
Joshua Tree,1988,Apr,144272
Joshua Tree,1988,May,96523
Joshua Tree,1988,Jun,48587
Joshua Tree,1988,Jul,35818
Joshua Tree,1988,Aug,43225
Joshua Tree,1988,Sep,56694
Joshua Tree,1988,Oct,73637
Joshua Tree,1988,Nov,86460
Joshua Tree,1988,Dec,72407
Joshua Tree,1987,Jan,58644
Joshua Tree,1987,Feb,59757
Joshua Tree,1987,Mar,118457
Joshua Tree,1987,Apr,142020
Joshua Tree,1987,May,131060
Joshua Tree,1987,Jun,26767
Joshua Tree,1987,Jul,29319
Joshua Tree,1987,Aug,31199
Joshua Tree,1987,Sep,39614
Joshua Tree,1987,Oct,46867
Joshua Tree,1987,Nov,72964
Joshua Tree,1987,Dec,73417
Joshua Tree,1986,Jan,56857
Joshua Tree,1986,Feb,58738
Joshua Tree,1986,Mar,115476
Joshua Tree,1986,Apr,161816
Joshua Tree,1986,May,71516
Joshua Tree,1986,Jun,26243
Joshua Tree,1986,Jul,32586
Joshua Tree,1986,Aug,29997
Joshua Tree,1986,Sep,38283
Joshua Tree,1986,Oct,47821
Joshua Tree,1986,Nov,74139
Joshua Tree,1986,Dec,69752
Joshua Tree,1985,Jan,52843
Joshua Tree,1985,Feb,68129
Joshua Tree,1985,Mar,93818
Joshua Tree,1985,Apr,127574
Joshua Tree,1985,May,54474
Joshua Tree,1985,Jun,19899
Joshua Tree,1985,Jul,19499
Joshua Tree,1985,Aug,21686
Joshua Tree,1985,Sep,29622
Joshua Tree,1985,Oct,46923
Joshua Tree,1985,Nov,55472
Joshua Tree,1985,Dec,51233
Joshua Tree,1984,Jan,50582
Joshua Tree,1984,Feb,70334
Joshua Tree,1984,Mar,77459
Joshua Tree,1984,Apr,115351
Joshua Tree,1984,May,63892
Joshua Tree,1984,Jun,42737
Joshua Tree,1984,Jul,28366
Joshua Tree,1984,Aug,23075
Joshua Tree,1984,Sep,30771
Joshua Tree,1984,Oct,50098
Joshua Tree,1984,Nov,64068
Joshua Tree,1984,Dec,47065
Joshua Tree,1983,Jan,49659
Joshua Tree,1983,Feb,72930
Joshua Tree,1983,Mar,98973
Joshua Tree,1983,Apr,124414
Joshua Tree,1983,May,76271
Joshua Tree,1983,Jun,32439
Joshua Tree,1983,Jul,29280
Joshua Tree,1983,Aug,19828
Joshua Tree,1983,Sep,27048
Joshua Tree,1983,Oct,40849
Joshua Tree,1983,Nov,52389
Joshua Tree,1983,Dec,47346
Joshua Tree,1982,Jan,53567
Joshua Tree,1982,Feb,66730
Joshua Tree,1982,Mar,76795
Joshua Tree,1982,Apr,140125
Joshua Tree,1982,May,58123
Joshua Tree,1982,Jun,38449
Joshua Tree,1982,Jul,32823
Joshua Tree,1982,Aug,34566
Joshua Tree,1982,Sep,35973
Joshua Tree,1982,Oct,47402
Joshua Tree,1982,Nov,49118
Joshua Tree,1982,Dec,39530
Joshua Tree,1981,Jan,53025
Joshua Tree,1981,Feb,57039
Joshua Tree,1981,Mar,63733
Joshua Tree,1981,Apr,85381
Joshua Tree,1981,May,63507
Joshua Tree,1981,Jun,22150
Joshua Tree,1981,Jul,22477
Joshua Tree,1981,Aug,22410
Joshua Tree,1981,Sep,37859
Joshua Tree,1981,Oct,76858
Joshua Tree,1981,Nov,61318
Joshua Tree,1981,Dec,47209
Joshua Tree,1980,Jan,30316
Joshua Tree,1980,Feb,46258
Joshua Tree,1980,Mar,68994
Joshua Tree,1980,Apr,82735
Joshua Tree,1980,May,64638
Joshua Tree,1980,Jun,27403
Joshua Tree,1980,Jul,26570
Joshua Tree,1980,Aug,30106
Joshua Tree,1980,Sep,32169
Joshua Tree,1980,Oct,31817
Joshua Tree,1980,Nov,56367
Joshua Tree,1980,Dec,47984
Joshua Tree,1979,Jan,33759
Joshua Tree,1979,Feb,64577
Joshua Tree,1979,Mar,80579
Joshua Tree,1979,Apr,119233
Joshua Tree,1979,May,42311
Joshua Tree,1979,Jun,25863
Joshua Tree,1979,Jul,27988
Joshua Tree,1979,Aug,32224
Joshua Tree,1979,Sep,26521
Joshua Tree,1979,Oct,47948
Joshua Tree,1979,Nov,56920
Joshua Tree,1979,Dec,32620
Kings Canyon,2025,Jan,23451
Kings Canyon,2025,Feb,15889
Kings Canyon,2025,Mar,22823
Kings Canyon,2025,Apr,42133
Kings Canyon,2025,May,98420
Kings Canyon,2025,Jun,118936
Kings Canyon,2025,Jul,128217
Kings Canyon,2025,Aug,119276
Kings Canyon,2025,Sep,86040
Kings Canyon,2025,Oct,68186
Kings Canyon,2025,Nov,35955
Kings Canyon,2025,Dec,20465
Kings Canyon,2024,Jan,15631
Kings Canyon,2024,Feb,12782
Kings Canyon,2024,Mar,19070
Kings Canyon,2024,Apr,31276
Kings Canyon,2024,May,88904
Kings Canyon,2024,Jun,99922
Kings Canyon,2024,Jul,116045
Kings Canyon,2024,Aug,108771
Kings Canyon,2024,Sep,88886
Kings Canyon,2024,Oct,66519
Kings Canyon,2024,Nov,29811
Kings Canyon,2024,Dec,21772
Kings Canyon,2023,Jan,14363
Kings Canyon,2023,Feb,14944
Kings Canyon,2023,Mar,1481
Kings Canyon,2023,Apr,27530
Kings Canyon,2023,May,69344
Kings Canyon,2023,Jun,126318
Kings Canyon,2023,Jul,109259
Kings Canyon,2023,Aug,81074
Kings Canyon,2023,Sep,88018
Kings Canyon,2023,Oct,56050
Kings Canyon,2023,Nov,31780
Kings Canyon,2023,Dec,22904
Kings Canyon,2022,Jan,21971
Kings Canyon,2022,Feb,14419
Kings Canyon,2022,Mar,19744
Kings Canyon,2022,Apr,36642
Kings Canyon,2022,May,79247
Kings Canyon,2022,Jun,94402
Kings Canyon,2022,Jul,120676
Kings Canyon,2022,Aug,89257
Kings Canyon,2022,Sep,81801
Kings Canyon,2022,Oct,53287
Kings Canyon,2022,Nov,18222
Kings Canyon,2022,Dec,11318
Kings Canyon,2021,Jan,27701
Kings Canyon,2021,Feb,21653
Kings Canyon,2021,Mar,18571
Kings Canyon,2021,Apr,37148
Kings Canyon,2021,May,82199
Kings Canyon,2021,Jun,104953
Kings Canyon,2021,Jul,117408
Kings Canyon,2021,Aug,77706
Kings Canyon,2021,Sep,23595
Kings Canyon,2021,Oct,10991
Kings Canyon,2021,Nov,27376
Kings Canyon,2021,Dec,13617
Kings Canyon,2020,Jan,19845
Kings Canyon,2020,Feb,17975
Kings Canyon,2020,Mar,6605
Kings Canyon,2020,Apr,0
Kings Canyon,2020,May,0
Kings Canyon,2020,Jun,60989
Kings Canyon,2020,Jul,101797
Kings Canyon,2020,Aug,95540
Kings Canyon,2020,Sep,42936
Kings Canyon,2020,Oct,40030
Kings Canyon,2020,Nov,21121
Kings Canyon,2020,Dec,8239
Kings Canyon,2019,Jan,20295
Kings Canyon,2019,Feb,9227
Kings Canyon,2019,Mar,22067
Kings Canyon,2019,Apr,41156
Kings Canyon,2019,May,57345
Kings Canyon,2019,Jun,90612
Kings Canyon,2019,Jul,102440
Kings Canyon,2019,Aug,113009
Kings Canyon,2019,Sep,81206
Kings Canyon,2019,Oct,55118
Kings Canyon,2019,Nov,25439
Kings Canyon,2019,Dec,14196
Kings Canyon,2018,Jan,19675
Kings Canyon,2018,Feb,15188
Kings Canyon,2018,Mar,19901
Kings Canyon,2018,Apr,38693
Kings Canyon,2018,May,74150
Kings Canyon,2018,Jun,93585
Kings Canyon,2018,Jul,122539
Kings Canyon,2018,Aug,115274
Kings Canyon,2018,Sep,86996
Kings Canyon,2018,Oct,53965
Kings Canyon,2018,Nov,29260
Kings Canyon,2018,Dec,29797
Kings Canyon,2017,Jan,15418
Kings Canyon,2017,Feb,11318
Kings Canyon,2017,Mar,21097
Kings Canyon,2017,Apr,37205
Kings Canyon,2017,May,75564
Kings Canyon,2017,Jun,101999
Kings Canyon,2017,Jul,135073
Kings Canyon,2017,Aug,102530
Kings Canyon,2017,Sep,85345
Kings Canyon,2017,Oct,54012
Kings Canyon,2017,Nov,29885
Kings Canyon,2017,Dec,23486
Kings Canyon,2016,Jan,18269
Kings Canyon,2016,Feb,14271
Kings Canyon,2016,Mar,16977
Kings Canyon,2016,Apr,27366
Kings Canyon,2016,May,60356
Kings Canyon,2016,Jun,84684
Kings Canyon,2016,Jul,120909
Kings Canyon,2016,Aug,91602
Kings Canyon,2016,Sep,81525
Kings Canyon,2016,Oct,51885
Kings Canyon,2016,Nov,25597
Kings Canyon,2016,Dec,14038
Kings Canyon,2015,Jan,20698
Kings Canyon,2015,Feb,10966
Kings Canyon,2015,Mar,18601
Kings Canyon,2015,Apr,28188
Kings Canyon,2015,May,55976
Kings Canyon,2015,Jun,71510
Kings Canyon,2015,Jul,97830
Kings Canyon,2015,Aug,69287
Kings Canyon,2015,Sep,36798
Kings Canyon,2015,Oct,36963
Kings Canyon,2015,Nov,12326
Kings Canyon,2015,Dec,8963
Kings Canyon,2014,Jan,11139
Kings Canyon,2014,Feb,14673
Kings Canyon,2014,Mar,14381
Kings Canyon,2014,Apr,23704
Kings Canyon,2014,May,56407
Kings Canyon,2014,Jun,71759
Kings Canyon,2014,Jul,88398
Kings Canyon,2014,Aug,84014
Kings Canyon,2014,Sep,59244
Kings Canyon,2014,Oct,44194
Kings Canyon,2014,Nov,15920
Kings Canyon,2014,Dec,18435
Kings Canyon,2013,Jan,17525
Kings Canyon,2013,Feb,16319
Kings Canyon,2013,Mar,21461
Kings Canyon,2013,Apr,27905
Kings Canyon,2013,May,68820
Kings Canyon,2013,Jun,83204
Kings Canyon,2013,Jul,110798
Kings Canyon,2013,Aug,95281
Kings Canyon,2013,Sep,73715
Kings Canyon,2013,Oct,27375
Kings Canyon,2013,Nov,14906
Kings Canyon,2013,Dec,10235
Kings Canyon,2012,Jan,20730
Kings Canyon,2012,Feb,18342
Kings Canyon,2012,Mar,21248
Kings Canyon,2012,Apr,27752
Kings Canyon,2012,May,51659
Kings Canyon,2012,Jun,97976
Kings Canyon,2012,Jul,104026
Kings Canyon,2012,Aug,96336
Kings Canyon,2012,Sep,58757
Kings Canyon,2012,Oct,53215
Kings Canyon,2012,Nov,22907
Kings Canyon,2012,Dec,18085
Kings Canyon,2011,Jan,20336
Kings Canyon,2011,Feb,15770
Kings Canyon,2011,Mar,15722
Kings Canyon,2011,Apr,28776
Kings Canyon,2011,May,55308
Kings Canyon,2011,Jun,70748
Kings Canyon,2011,Jul,105929
Kings Canyon,2011,Aug,96141
Kings Canyon,2011,Sep,69304
Kings Canyon,2011,Oct,48408
Kings Canyon,2011,Nov,21604
Kings Canyon,2011,Dec,18764
Kings Canyon,2010,Jan,20643
Kings Canyon,2010,Feb,17933
Kings Canyon,2010,Mar,21025
Kings Canyon,2010,Apr,26051
Kings Canyon,2010,May,53571
Kings Canyon,2010,Jun,82339
Kings Canyon,2010,Jul,115369
Kings Canyon,2010,Aug,96700
Kings Canyon,2010,Sep,80168
Kings Canyon,2010,Oct,49149
Kings Canyon,2010,Nov,17668
Kings Canyon,2010,Dec,17589
Kings Canyon,2009,Jan,21375
Kings Canyon,2009,Feb,17979
Kings Canyon,2009,Mar,27272
Kings Canyon,2009,Apr,33067
Kings Canyon,2009,May,69324
Kings Canyon,2009,Jun,74804
Kings Canyon,2009,Jul,106007
Kings Canyon,2009,Aug,93105
Kings Canyon,2009,Sep,70631
Kings Canyon,2009,Oct,51230
Kings Canyon,2009,Nov,26956
Kings Canyon,2009,Dec,17546
Kings Canyon,2008,Jan,22248
Kings Canyon,2008,Feb,21445
Kings Canyon,2008,Mar,30603
Kings Canyon,2008,Apr,32721
Kings Canyon,2008,May,59151
Kings Canyon,2008,Jun,70849
Kings Canyon,2008,Jul,95855
Kings Canyon,2008,Aug,95908
Kings Canyon,2008,Sep,55771
Kings Canyon,2008,Oct,47003
Kings Canyon,2008,Nov,26173
Kings Canyon,2008,Dec,17143
Kings Canyon,2007,Jan,19707
Kings Canyon,2007,Feb,19583
Kings Canyon,2007,Mar,22021
Kings Canyon,2007,Apr,29968
Kings Canyon,2007,May,59223
Kings Canyon,2007,Jun,71757
Kings Canyon,2007,Jul,103295
Kings Canyon,2007,Aug,91726
Kings Canyon,2007,Sep,65545
Kings Canyon,2007,Oct,50086
Kings Canyon,2007,Nov,26383
Kings Canyon,2007,Dec,20835
Kings Canyon,2006,Jan,20063
Kings Canyon,2006,Feb,18436
Kings Canyon,2006,Mar,17507
Kings Canyon,2006,Apr,26699
Kings Canyon,2006,May,55953
Kings Canyon,2006,Jun,70636
Kings Canyon,2006,Jul,100130
Kings Canyon,2006,Aug,95774
Kings Canyon,2006,Sep,63316
Kings Canyon,2006,Oct,47937
Kings Canyon,2006,Nov,22613
Kings Canyon,2006,Dec,13702
Kings Canyon,2005,Jan,17858
Kings Canyon,2005,Feb,17338
Kings Canyon,2005,Mar,24369
Kings Canyon,2005,Apr,28788
Kings Canyon,2005,May,57008
Kings Canyon,2005,Jun,77865
Kings Canyon,2005,Jul,104051
Kings Canyon,2005,Aug,91887
Kings Canyon,2005,Sep,66683
Kings Canyon,2005,Oct,57469
Kings Canyon,2005,Nov,29519
Kings Canyon,2005,Dec,22058
Kings Canyon,2004,Jan,21380
Kings Canyon,2004,Feb,20851
Kings Canyon,2004,Mar,24187
Kings Canyon,2004,Apr,34263
Kings Canyon,2004,May,63068
Kings Canyon,2004,Jun,68116
Kings Canyon,2004,Jul,53410
Kings Canyon,2004,Aug,92037
Kings Canyon,2004,Sep,65570
Kings Canyon,2004,Oct,40080
Kings Canyon,2004,Nov,24822
Kings Canyon,2004,Dec,17251
Kings Canyon,2003,Jan,20906
Kings Canyon,2003,Feb,17598
Kings Canyon,2003,Mar,23965
Kings Canyon,2003,Apr,28351
Kings Canyon,2003,May,68068
Kings Canyon,2003,Jun,67111
Kings Canyon,2003,Jul,94396
Kings Canyon,2003,Aug,97916
Kings Canyon,2003,Sep,55850
Kings Canyon,2003,Oct,43998
Kings Canyon,2003,Nov,21486
Kings Canyon,2003,Dec,16342
Kings Canyon,2002,Jan,23120
Kings Canyon,2002,Feb,18934
Kings Canyon,2002,Mar,22486
Kings Canyon,2002,Apr,25650
Kings Canyon,2002,May,50253
Kings Canyon,2002,Jun,54855
Kings Canyon,2002,Jul,90372
Kings Canyon,2002,Aug,96069
Kings Canyon,2002,Sep,69009
Kings Canyon,2002,Oct,54941
Kings Canyon,2002,Nov,21833
Kings Canyon,2002,Dec,17898
Kings Canyon,2001,Jan,17826
Kings Canyon,2001,Feb,16365
Kings Canyon,2001,Mar,22091
Kings Canyon,2001,Apr,25808
Kings Canyon,2001,May,51912
Kings Canyon,2001,Jun,78441
Kings Canyon,2001,Jul,94654
Kings Canyon,2001,Aug,89671
Kings Canyon,2001,Sep,58357
Kings Canyon,2001,Oct,41150
Kings Canyon,2001,Nov,23627
Kings Canyon,2001,Dec,21885
Kings Canyon,2000,Jan,13830
Kings Canyon,2000,Feb,17538
Kings Canyon,2000,Mar,21549
Kings Canyon,2000,Apr,28223
Kings Canyon,2000,May,57181
Kings Canyon,2000,Jun,66510
Kings Canyon,2000,Jul,93497
Kings Canyon,2000,Aug,81917
Kings Canyon,2000,Sep,61091
Kings Canyon,2000,Oct,41692
Kings Canyon,2000,Nov,25328
Kings Canyon,2000,Dec,20631
Kings Canyon,1999,Jan,16518
Kings Canyon,1999,Feb,18174
Kings Canyon,1999,Mar,20623
Kings Canyon,1999,Apr,26019
Kings Canyon,1999,May,54881
Kings Canyon,1999,Jun,71531
Kings Canyon,1999,Jul,104439
Kings Canyon,1999,Aug,89776
Kings Canyon,1999,Sep,65175
Kings Canyon,1999,Oct,48846
Kings Canyon,1999,Nov,28203
Kings Canyon,1999,Dec,15349
Kings Canyon,1998,Jan,19255
Kings Canyon,1998,Feb,15734
Kings Canyon,1998,Mar,22444
Kings Canyon,1998,Apr,23878
Kings Canyon,1998,May,41226
Kings Canyon,1998,Jun,68291
Kings Canyon,1998,Jul,95696
Kings Canyon,1998,Aug,93627
Kings Canyon,1998,Sep,74852
Kings Canyon,1998,Oct,41584
Kings Canyon,1998,Nov,21973
Kings Canyon,1998,Dec,21652
Kings Canyon,1997,Jan,16037
Kings Canyon,1997,Feb,18529
Kings Canyon,1997,Mar,25645
Kings Canyon,1997,Apr,26791
Kings Canyon,1997,May,52303
Kings Canyon,1997,Jun,58273
Kings Canyon,1997,Jul,73661
Kings Canyon,1997,Aug,78440
Kings Canyon,1997,Sep,55700
Kings Canyon,1997,Oct,39180
Kings Canyon,1997,Nov,21621
Kings Canyon,1997,Dec,18538
Kings Canyon,1996,Jan,34268
Kings Canyon,1996,Feb,17663
Kings Canyon,1996,Mar,20857
Kings Canyon,1996,Apr,33460
Kings Canyon,1996,May,66479
Kings Canyon,1996,Jun,70494
Kings Canyon,1996,Jul,83968
Kings Canyon,1996,Aug,48042
Kings Canyon,1996,Sep,55137
Kings Canyon,1996,Oct,35138
Kings Canyon,1996,Nov,20364
Kings Canyon,1996,Dec,16879
Kings Canyon,1995,Jan,20864
Kings Canyon,1995,Feb,8329
Kings Canyon,1995,Mar,17727
Kings Canyon,1995,Apr,132994
Kings Canyon,1995,May,165356
Kings Canyon,1995,Jun,33085
Kings Canyon,1995,Jul,138197
Kings Canyon,1995,Aug,95547
Kings Canyon,1995,Sep,73947
Kings Canyon,1995,Oct,110789
Kings Canyon,1995,Nov,28764
Kings Canyon,1995,Dec,7195
Kings Canyon,1994,Jan,20974
Kings Canyon,1994,Feb,14224
Kings Canyon,1994,Mar,27654
Kings Canyon,1994,Apr,30859
Kings Canyon,1994,May,60380
Kings Canyon,1994,Jun,101433
Kings Canyon,1994,Jul,129593
Kings Canyon,1994,Aug,120950
Kings Canyon,1994,Sep,87965
Kings Canyon,1994,Oct,80213
Kings Canyon,1994,Nov,28583
Kings Canyon,1994,Dec,23102
Kings Canyon,1993,Jan,19951
Kings Canyon,1993,Feb,20161
Kings Canyon,1993,Mar,24123
Kings Canyon,1993,Apr,33816
Kings Canyon,1993,May,69351
Kings Canyon,1993,Jun,77216
Kings Canyon,1993,Jul,100960
Kings Canyon,1993,Aug,108697
Kings Canyon,1993,Sep,81362
Kings Canyon,1993,Oct,53900
Kings Canyon,1993,Nov,26877
Kings Canyon,1993,Dec,20101
Kings Canyon,1992,Jan,30226
Kings Canyon,1992,Feb,21856
Kings Canyon,1992,Mar,26332
Kings Canyon,1992,Apr,36144
Kings Canyon,1992,May,70283
Kings Canyon,1992,Jun,80927
Kings Canyon,1992,Jul,105051
Kings Canyon,1992,Aug,92657
Kings Canyon,1992,Sep,79987
Kings Canyon,1992,Oct,55395
Kings Canyon,1992,Nov,16418
Kings Canyon,1992,Dec,22170
Kings Canyon,1991,Jan,30164
Kings Canyon,1991,Feb,29817
Kings Canyon,1991,Mar,25853
Kings Canyon,1991,Apr,42660
Kings Canyon,1991,May,108788
Kings Canyon,1991,Jun,144494
Kings Canyon,1991,Jul,189910
Kings Canyon,1991,Aug,213332
Kings Canyon,1991,Sep,130229
Kings Canyon,1991,Oct,83938
Kings Canyon,1991,Nov,43917
Kings Canyon,1991,Dec,27920
Kings Canyon,1990,Jan,26604
Kings Canyon,1990,Feb,25598
Kings Canyon,1990,Mar,37590
Kings Canyon,1990,Apr,58466
Kings Canyon,1990,May,102842
Kings Canyon,1990,Jun,159930
Kings Canyon,1990,Jul,186471
Kings Canyon,1990,Aug,186938
Kings Canyon,1990,Sep,128544
Kings Canyon,1990,Oct,76732
Kings Canyon,1990,Nov,47479
Kings Canyon,1990,Dec,25673
Kings Canyon,1989,Jan,30770
Kings Canyon,1989,Feb,22031
Kings Canyon,1989,Mar,34126
Kings Canyon,1989,Apr,53807
Kings Canyon,1989,May,111393
Kings Canyon,1989,Jun,126739
Kings Canyon,1989,Jul,176264
Kings Canyon,1989,Aug,178942
Kings Canyon,1989,Sep,133315
Kings Canyon,1989,Oct,89122
Kings Canyon,1989,Nov,47775
Kings Canyon,1989,Dec,33065
Kings Canyon,1988,Jan,26047
Kings Canyon,1988,Feb,34333
Kings Canyon,1988,Mar,42725
Kings Canyon,1988,Apr,48728
Kings Canyon,1988,May,101128
Kings Canyon,1988,Jun,127729
Kings Canyon,1988,Jul,179137
Kings Canyon,1988,Aug,179637
Kings Canyon,1988,Sep,117842
Kings Canyon,1988,Oct,85651
Kings Canyon,1988,Nov,41690
Kings Canyon,1988,Dec,23048
Kings Canyon,1987,Jan,34834
Kings Canyon,1987,Feb,33469
Kings Canyon,1987,Mar,32689
Kings Canyon,1987,Apr,59692
Kings Canyon,1987,May,116526
Kings Canyon,1987,Jun,149943
Kings Canyon,1987,Jul,184338
Kings Canyon,1987,Aug,198763
Kings Canyon,1987,Sep,119573
Kings Canyon,1987,Oct,79283
Kings Canyon,1987,Nov,41637
Kings Canyon,1987,Dec,30425
Kings Canyon,1986,Jan,35798
Kings Canyon,1986,Feb,19316
Kings Canyon,1986,Mar,28565
